"M_T","lia_080314_049_pos","lia_080314_050_pos","lia_080314_051_pos","lia_080314_052_pos","lia_080314_053_pos","lia_080314_054_pos","lia_080314_055_pos","lia_080314_056_pos","lia_080314_057_pos","lia_080314_058_pos","lia_080314_059_pos"
"151.1127_5.7345",0.106073128,0.126782064,0.122273421,0.121068769,0.062993578,0.089041794,0.096592943,0.235685741,0.244264802,0.241363469,0.174216292
"76.0397_4.1201",0.057032839,0.102668666,0.084734648,0.037837411,0.065904344,0.133789292,0.079173504,0.092722525,0.050637176,0.071855797,0.066793384
"201.9364_0.2963",0.200636917,0.262799509,0.156229117,0.153046101,0.259246888,0.238893949,0.284048187,0.266986059,0.258909337,0.206621474,0.213409195
"216.1373_4.2959",0.157499399,0.250821862,0.286755832,0.179570747,0.211188881,0.096549902,0.133376846,0.114101099,0.127437268,0.08725652,0.055979262
"164.0721_3.1297",0.162009528,0.311383399,0.344070096,0.006560856,0.01150425,0.143743514,0.361489259,0.079478238,0.31446546,0.359772221,0.339148226
"225.1128_3.4119",0.110591439,0.201853619,0.245339756,0.117586164,0.18625433,0.156086277,0.111537744,0.17409042,0.131668093,0.125613207,0.16033317
"116.1082_0.3406",0.146785388,0.142445141,0.071130427,0.085551068,0.142282674,0.305678616,0.108792705,0.115898985,0.135159748,0.139763923,0.088478461
"238.1445_4.3893",0.179077976,0.391974922,0.118842444,0.116522078,0.134198899,0.173338982,0.207097568,0.175131191,0.134579848,0.193131374,0.071164815
"193.1603_5.7381",0.122863375,0.165070192,0.197079182,0.175621465,0.174064683,0.149973206,0.161584365,0.182754478,0.161412507,0.140524255,0.196048188
"127.0404_2.1641",0.078775065,0.069306256,0.104133629,0.119229419,0.14860524,0.101758043,0.106892436,0.154069646,0.138978109,0.130048772,0.150426803
"174.1239_0.3488",0.179040338,0.147703421,0.104889142,0.158083792,0.25653133,0.162770648,0.150904446,0.162571019,0.108067767,0.147345873,0.134393486
"226.1092_2.1061",0.281955066,0.305361865,0.224689068,0.267341196,0.559498272,0.125588831,0.256953976,0.33332221,0.279891942,0.199509613,0.176358593
"295.2284_5.7305",0.119464414,0.1769279,0.184704228,0.162226131,0.17837227,0.146794882,0.151027525,0.171431134,0.167150258,0.138184499,0.191927771
"228.0654_4.1224",0.156087119,0.312280224,0.23771481,0.001203938,0.007237874,0.001640092,0,0.254611515,0.280455508,0.185047285,0.235419485
"130.0868_0.4696",0.13062682,0,0.192182061,0.218080053,0.394421827,0.193087994,0.268560719,0.236532541,0.202079067,0.086257583,0.09661668
"113.9657_1.9875",0.026504372,0.038160011,0.03983274,0,0,0.040770533,0.01740825,0.037749347,0.029507554,0,0.030693162
"130.0512_0.6685",0.101402624,0.362943983,0.44154374,0.231226087,0.122306403,0.171819941,0.242376548,0.344968839,0.229924511,0.161870523,0.187565812
"172.0413_2.4648",0.092079618,0.177920131,0.15917886,0.177550502,0.250022232,0.16076888,0.172141205,0.176534877,0.137144479,0.156160022,0.032358694
"267.1332_0.3441",0.316517447,0.432563718,0.385162024,0.205107313,0.20833017,0.147462138,0.157541399,0.039472147,0.036931917,0.030929652,0.034559407
"188.0765_2.1987",0.015854183,0.079097724,0.144564795,0.083577947,0.170950033,0.050599276,0.119899672,0.042310805,0.041959084,0.054300504,0.057117508
"245.0971_4.3444",0.281423211,0.482595066,0.253174152,0.130122628,0.133691359,0.124580566,0.198711398,0.211929453,0.389674908,0.345251132,0.189888086
"212.1299_3.7093",0.059531739,0.272026714,0.096768,0.113542634,0.114626058,0.156260472,0.080036924,0.058723292,0.112100527,0.141338006,0.029651217
"224.0939_2.4332",0.011234411,0.015783018,0.020341502,0.1505835,0.109628736,0.169649882,0.323103461,0.02863686,0.02152371,0.017277514,0.029993796
"168.1141_2.5992",0.244787414,0.352457408,0.478738418,0.375382501,0.630592976,0.186222046,0.264842235,0.244750257,0.190348328,0.108980283,0.135181259
"109.1021_3.3787",0.120197555,0.212819954,0.06617097,0.077932206,0.04485226,0.088821835,0.12830822,0.081150981,0.069608506,0.128321554,0.069889222
"431.0975_3.7625",0.04489673,0.07105629,0.121757278,0.09586055,0.419532065,0.068982774,0.271492242,0.08389161,0.064738565,0.029893322,0.035392963
"145.992_3.9567",0.283933566,0.495968379,0.238495257,0.118604648,0.159777637,0.149150946,0.241447859,0.174084163,0.300978685,0.2513564,0.12371829
"240.1237_4.125",0.100050894,0.184587706,0.176331249,0.058134108,0.107637616,0.188858593,0.131336715,0.106650926,0.065148988,0.097060704,0.105893144
"367.1514_1.7283",0.08964945,0.149985007,0.181569971,0.081551621,0.111513577,0.098768676,0.108397359,0.090749439,0.091744787,0.08336583,0.08873579
"139.1129_4.903",0.141622305,0.200452501,0.095628497,0.101974489,0.080865942,0.132583211,0.138102342,0.129960872,0.096116503,0.181142349,0.117794993
"431.139_4.4169",0.035094236,0.075406842,0.013604221,0.032548899,0.016425657,0.028340673,0.038921006,0.007760944,0.006313567,0.036540437,0.012651733
"141.9609_1.53",0.059124256,0.057702058,0.035080239,0.062112273,0.12201576,0,0.048657318,0,0.065735014,0.024649348,0.059095624
"181.0887_5.1953",0.069285138,0.066583072,0.027589938,0.033216233,0.121438812,0,0.077970685,0.20135488,0.299822967,0.276073412,0.211412135
"190.0548_2.3681",0.033714687,0.095584026,0.074563897,0.025945479,0,0.011195732,0,0,0,0,0
"126.0927_2.9555",0.101463174,0.153937577,0.096127186,0.064299732,0.082115272,0.112730864,0.093642772,0.081901838,0.069294053,0.106724217,0.069524542
"202.1203_0.7345",0.033050277,0.030930898,0.061957053,0.09953013,0.031072754,0.152964049,0.025292779,0.036191318,0.072877594,0.015099796,0.010960941
"383.1128_4.4689",0.062883242,0.139907319,0.202701894,0,0,0,0,0.318569951,0.350870566,0.205385713,0.198954582
"274.1141_2.9513",0.079946782,0.134291945,0.07660852,0.032012295,0.042045605,0.092013446,0.083921378,0.050657834,0.042986162,0.059455446,0.048062062
"274.1855_5.5044",0.1960466,0.289298078,0.415636875,0.114503353,0.107856683,0.124425562,0.162762942,0.186093707,0.162502884,0.270984354,0.163811054
"76.0397_1.6674",0.162556111,0.347160965,0.171750795,0.035309444,0.110500665,0.23926153,0.197711845,0.109358184,0.119304364,0.111920114,0.103847144
"188.1295_4.4868",0.124709321,0.228812866,0.100934542,0.052760469,0.095506532,0.073433609,0.083542817,0.095984582,0.080834894,0.112949321,0.084918484
"225.0721_3.5894",0.024787708,0.028673845,0.034900711,0.028111656,0.034532271,0.032930273,0.028556243,0.032153375,0.027706595,0.027476999,0.04728534
"345.189_4.8201",0.182383659,0.345326428,0.451784307,0.260214854,0.408771774,0.149579053,0.198319782,0.392783845,0.355846686,0.277334103,0.31842458
"245.15_1.778",0,0.064304212,0.048657032,0.000769183,0,0,0.003815456,0.107829355,0.018387345,0,0
"371.1757_3.5615",0.055993677,0.074264686,0.031187976,0.043385864,0.04796691,0.085798515,0.054242503,0.04841152,0.052364627,0.051488879,0.056050304
"136.0489_0.3382",0.082661696,0.090053155,0.117618164,0.113959148,0.148637774,0.11852064,0.148702074,0.143611874,0.136817774,0.108818245,0.154886641
"497.1347_3.4013",0.09360645,0.13728772,0.07845616,0.084006622,0.240793238,0.11777662,0.202411234,0.341838182,0.331662375,0.180148754,0.16747049
"252.1232_3.7026",0.201258778,0.482502385,0.143819255,0.201773681,0.114899349,0.226080269,0.209437938,0.174413706,0.147241694,0.206706945,0.081156432
"174.1154_3.4001",0.088839395,0.145070192,0.116947428,0.092735175,0.107327453,0.135414621,0.107440698,0.090209239,0.065494069,0.088166425,0.092976188
"181.0878_3.1951",0.057846168,0.092122121,0.065353121,0.033278558,0.00673684,0.06439465,0.096430703,0.039739119,0.031522913,0.06324464,0.049648659
"123.0561_0.4951",0.02554376,0.015395938,0.002495936,0.021632887,0.358212937,0,0.056094286,0.208980252,0.072704032,0.103000906,0.053464387
"125.0973_4.1191",0.04584425,0.084271501,0.070315071,0.032600583,0.050079493,0.117693951,0.071046546,0.051293977,0,0.057519894,0.055320943
"244.1559_2.6629",0.13518277,0.270159466,0.078314034,0.107431735,0.067854253,0.111734408,0.126683947,0.09657484,0.091785625,0.145091587,0.070075509
"363.2168_5.2518",0.159430441,0.10410522,0.740584762,0.099405479,0.154094919,0.029037453,0.080792183,0.358663641,0.205299149,0.342097625,0.437888262
"166.0743_0.5841",0.114221144,0.057284994,0.154393944,0.055791597,0.064054207,0.085244929,0.200257347,0.04724352,0.115326735,0.089240149,0.016473775
"271.0619_5.2001",0.05917335,0.240752351,0.444301487,0.143305145,0.109453049,0.196053741,0.157134865,0.098958811,0.258131372,0.105260534,0.079675608
"162.1136_0.3076",0.202422312,0.215395938,0.11187826,0.17924088,0.126199715,0.062341213,0.038686036,0.201918023,0.189235491,0.20722511,0.199767615
"113.9659_2.878",0.016755882,0,0,0.02937792,0.027164259,0,0.012712591,0.013006516,0.02267126,0,0
"447.0916_4.0661",0.030718299,0.078863296,0.089853685,0.110669599,0.554149577,0.210835236,0.318631583,0.078016152,0.057947192,0.017783215,0.034242088
"156.067_4.3879",0.135325143,0.297137795,0.078032275,0.084321287,0.116202903,0.138395131,0.149175742,0.126888615,0.098552494,0.140711222,0.059616596
"107.0503_2.4254",0.030944132,0.031127164,0,0.131451217,0.336629454,0.140114939,0.099634492,0.008835087,0,0,0.009287515
"202.0498_2.6221",0.144397769,0.192626414,0.310052063,0.017847778,0.025329305,0.014533489,0.012992317,0.267561716,0.219212683,0.176263406,0.237681768
"113.9654_4.2907",0,0.178481668,0.053743654,0.007845361,0,0.039475879,0.03362114,0.019501431,0,0.078141443,0.012544381
"489.0806_4.9199",0.125380276,0.193253373,0.360382195,0.107790484,0.178678096,0.039295779,0.075731016,0.08796501,0.061785972,0.026207405,0.043434881
"113.9654_4.6547",0.020622876,0.052866294,0.035920529,0,0,0.02825948,0,0.012090887,0,0.012058469,0
"239.1399_4.0575",0.158841309,0.232454682,0.357893739,0.207650481,0.388418101,0.087863762,0.173013949,0.217129139,0.184191988,0.108739897,0.11211008
"175.1282_2.3495",0.26196387,0.431168052,0.179423117,0.113223408,0.112376829,0.150906184,0.287054304,0.094038611,0.151921738,0.142913869,0.068190537
"350.1025_3.4025",0.09131211,0.14295216,0.089424813,0.08362203,0.21737697,0.119357663,0.173241459,0.325461151,0.321638669,0.162235553,0.191940401
"270.0809_3.5965",0.091366114,0.146623961,0.24810249,0.182478745,0.19985598,0.056970686,0.109512532,0.170876334,0.160156737,0.070301301,0.095017453
"271.1426_0.9903",0.182766594,0.32283222,0.108280223,0,0.36935063,0.127499074,0.250216321,0.245592885,0.084489902,0.143619001,0.114463927
"412.0353_2.6126",0.12755188,0.184415974,0.257343187,0,0.00453316,0.005445814,0.003345517,0.216497168,0.220011067,0.156955967,0.23458593
"196.8751_0.3759",0.10338276,0.178882377,0.176687811,0.159866898,0.193954196,0.102720545,0.144739296,0.16022459,0.14235746,0.08717283,0.103787153
"419.0927_2.9787",0.019875006,0.013310617,0.014701335,0.013626393,0.018102276,0.02727631,0.023228405,0.009829973,0.019657409,0.021941,0.020793109
"163.0773_3.1822",0.069185313,0.055919313,0.040084578,0.032089821,0.032549827,0.050115072,0.051965538,0.043157605,0.030916468,0.049863158,0.049471845
"170.0357_0.3122",0.046691945,0.092334742,0.165225457,0.103669428,0.183534434,0.078646179,0.165983515,0.179577935,0.135184251,0.074644273,0.14019838
"263.1156_2.895",0,0.236091045,0.25969201,0.013855932,0.030957798,0.043700851,0.021783157,0.093306525,0.304815422,0.285542836,0.104548088
"284.0586_4.4177",0.014543366,0.019465722,0.01075671,0.021990116,0.014200288,0.018469119,0.02066239,0.006300944,0.005131305,0.012884684,0.010100548
"290.1616_1.9068",0.121418367,0.16641134,0.187823524,0.098122495,0.092955816,0.119725244,0.098776667,0.132515872,0.113297083,0.160166454,0.15282959
"300.9498_2.8127",0,0,0,0.017692725,0.014172091,0.036349223,0.0037707,0.023282831,0.004959785,0.002291679,0.021542994
"121.1024_4.3887",0.102747808,0.213411476,0.073419407,0.073555768,0.065301368,0.090184396,0.138040803,0.123687043,0.124764415,0.156193854,0.073051366
"163.1133_4.3923",0.116476208,0.229104539,0.080775062,0.085917418,0.095120454,0.116124718,0.127944577,0.10334924,0.081347412,0.110470676,0.046096576
"97.0647_3.3175",0.059048978,0.119907319,0.08416365,0.040435303,0.060529621,0.103942864,0.066319185,0.065449722,0.048358411,0.082382919,0.066171375
"120.0821_2.9973",0.068612546,0.102003544,0.102276014,0.104856645,0.150451039,0.070888587,0.101853648,0.148002303,0.127888528,0.057377443,0.082031034
"200.1332_3.1024",0.072029509,0.207389941,0.109786262,0.136426583,0.247480192,0.133424663,0.143987767,0.179792763,0.130122371,0.166135147,0.126230008
"247.1094_4.1111",0.103269844,0.180408886,0.249446456,0,0,0.043944429,0,0.267326031,0.295914763,0.215143599,0.239252578
"182.9634_0.2349",0,0.118225433,0.006949224,0,0,0.001178032,0,0,0.003097568,0,0
"298.0736_4.8994",0,0.037192313,0,0,0,0,0.034635611,0.029139518,0.011575554,0,0.038670352
"158.073_3.4002",0.080886119,0.125479079,0.158829778,0.110511507,0.095029357,0.078012876,0.085487841,0.162952704,0.154563962,0.090267576,0.059878661
"199.1124_1.7883",0.158358549,0.24573804,0.279469994,0.244057455,0.387029956,0.165923877,0.221268462,0.221851197,0.191904259,0.14012005,0.158626591
"206.0462_2.0172",0.041100105,0.127488074,0.054259797,0.122345673,0.23811889,0.238557369,0.133520439,0.199225366,0.09580205,0.15103357,0.003016903
"123.0563_0.3393",0.089115959,0.076066512,0.082288581,0.170953163,0.090071077,0.065519537,0.050589288,0.127745843,0.089216909,0.095470595,0.139039611
"244.1204_1.8717",0.185664794,0.07226932,0.066889082,0.044142886,0.285285448,0.054301662,0.138148963,0.29981312,0.311994756,0.378625598,0.348865149
"248.1698_5.247",0.131265045,0.148063241,0.254435834,0.076346716,0.076623425,0.075405853,0.088309339,0.106919984,0.111918798,0.183389512,0.122362183
"371.2271_3.2146",0.143543528,0.192533733,0.213510966,0.180181837,0.238665472,0.185678793,0.177179994,0.216011196,0.191653105,0.162833847,0.219354594
"99.0451_0.8291",0.061232038,0.094013902,0.120308588,0.004391639,0.019182426,0,0.068909444,0.067097436,0.035083994,0,0.012017094
"109.102_3.1091",0.093815919,0.150355731,0.053384599,0.051960884,0.044882626,0.089508282,0.117287036,0.119638671,0.068146503,0.116699341,0.03797888
"202.121_0.3477",0.01244704,0.14031348,0.10714072,0.031924128,0.014779404,0.042602535,0.019403625,0.026686717,0.025981186,0.014460547,0.012280738
"113.9655_4.7743",0.076546184,0,0,0,0.112689162,0,0,0.024615603,0.033313663,0,0
"113.9656_5.5821",0.021432931,0.035428649,0,0,0.026014701,0.04391638,0.056209906,0.026934917,0.030032323,0,0
"208.0623_2.6097",0.069160766,0.127381764,0.171678486,0.071027802,0.043004292,0.087569992,0.09246606,0.143190559,0.167826128,0.177817901,0.20536412
"237.1501_5.1949",0.089569263,0.074155649,0.094533876,0.04652188,0.128012979,0.025745459,0.083833731,0.17804702,0.230383939,0.212267872,0.152213895
"264.0559_2.7879",0,0,0,0.166351748,0.30106475,0.214909633,0.098825153,0.024163003,0.013405099,0.004090122,0
"204.1358_0.7812",0.063487102,0,0.019261841,0.02583147,0.10883706,0,0.007781963,0.095869868,0.168636764,0.015804928,0.099145763
"298.0989_2.2942",0.031844194,0.017579392,0.020299113,0.008651027,0.125627105,0.054291328,0.048638669,0.246621142,0.261696536,0.286126885,0.237296564
"327.2017_2.9525",0.137033625,0.19165599,0.232124513,0.174992133,0.239864916,0.150389503,0.167719678,0.21178971,0.205427789,0.165324957,0.20672812
"180.1263_3.371",0.196773196,0.131342511,0.178547919,0.075177741,0.112700007,0.042636489,0,0.090205067,0.072289526,0.108298299,0.04076845
"188.0364_2.2535",0.082702608,0.204961156,0.100685198,0.049884395,0.08885862,0.110147461,0.064122408,0.079109066,0.058902803,0.076624341,0.037468959
"198.1154_2.6983",0.09598916,0.185688974,0.06777176,0.060456858,0.023735107,0.114376861,0.113229151,0.058965235,0.062418962,0.141959448,0.110829751
"113.9664_2.719",0,0.079193131,0.017636117,0,0,0.074397587,0,0.03780149,0.008173742,0.026492307,0
"458.1613_4.8983",0.147561077,0.217797465,0.035596382,0.087446663,0.029632554,0.151825876,0.145783604,0.10025404,0.070600871,0.179059005,0.095011138
"489.1927_4.1192",0.005001072,0.006923811,0.007839382,0.00245348,0.002505168,0.025758746,0.006375876,0.002648857,0,0.003516757,0.003113204
"341.9755_2.8133",0,0,0,0,0.045780582,0.018165016,0.05708265,0.024448746,0.017147909,0,0.004246714
"239.1401_3.1386",0.166439469,0.280016355,0.240911403,0.155450937,0.202469596,0.11008103,0.137552215,0.146809274,0.171021707,0.106515882,0.10955258
"109.1022_3.8952",0.077557526,0.137909227,0.056962688,0.145959282,0.074799315,0.151121714,0.137576458,0.079695152,0.067664613,0.07961581,0.045171455
"113.9655_3.9914",0,0,0,0,0,0,0,0.073350408,0,0.005699817,0
"208.0997_3.8287",0.100869133,0.261507428,0.152269531,0,0.012809974,0.069419738,0,0.251472514,0.226008139,0.094945308,0.095858902
"212.1033_0.3536",0.091231923,0.120795966,0.118500843,0.107328367,0.067767494,0.121670916,0.13361741,0.11642667,0.080841019,0.116580039,0.09701767
"141.0915_2.6725",0.139336147,0.193678615,0.106871428,0.105428211,0.145809429,0.106298928,0.141742503,0.094633039,0.08056332,0.194427677,0.137115171
"182.1301_3.2035",0.199592845,0.301651901,0.402279505,0.282136565,0.552407889,0.133706623,0.266583992,0.238078056,0.196670063,0.112682226,0.108812167
"344.2078_3.929",0.095977705,0.161283904,0.132511495,0.06451407,0.073302722,0.075340899,0.090621737,0.152682646,0.088655386,0.158008323,0.105687912
"295.0801_3.3554",0.075844135,0.133664986,0.074972821,0.036858451,0.030031645,0.063944399,0.064349918,0.07355898,0.083481201,0.095401151,0.059848665
"217.0995_2.6663",0.110719084,0.185356413,0.213112015,0.162060437,0.162655868,0.099170211,0.059577801,0.261479773,0.261220773,0.204792761,0.178870311
"130.0662_4.1078",0.087690588,0.138086411,0.216331049,0.005048332,0,0.050764614,0.02100925,0.222437283,0.23139264,0.184397353,0.235601036
"374.2552_4.8535",0.116175096,0.161123075,0.232815196,0.10124483,0.205345659,0.118798171,0.158572654,0.145163645,0.107285717,0.101060013,0.072722996
"84.9608_0.2247",0.030721572,0.067359956,0.110811067,0.008991534,0.046541893,0.015016216,0.014681859,0.113481642,0.077514758,0.059811573,0.107044019
"116.0715_3.1201",0.069254045,0.098508927,0.133396667,0.031518254,0.110524524,0.024099463,0.069593839,0.140952588,0.169079857,0.143524627,0.105083269
"573.2339_3.5611",0.095429485,0.152852665,0.054055334,0.057980576,0.090181695,0.177377949,0.102881173,0.069573179,0.062529225,0.095873019,0.096874008
"76.0399_2.1911",0.007383782,0.046463132,0.054299692,0,0.016623034,0,0.229141802,0,0,0,0
"202.1091_1.9722",0.059091526,0.314619054,0.280078394,0.21032742,0.230490601,0.118640215,0.138740116,0.166031219,0.127663919,0.106309329,0.102047421
"172.098_2.8565",0.013964053,0.030464768,0,0,0.028404913,0.035870924,0.021505296,0.017323945,0,0.016855503,0
"394.1494_5.0497",0.177523324,0.173305166,0.31738029,0.206738406,0.312937727,0.067147819,0.120535581,0.293797919,0.280755668,0.181024827,0.147773001
"188.1769_0.3038",0.072417354,0.102270683,0.080994485,0.107174834,0.101707635,0.143042304,0.153006117,0.078748238,0.053936893,0.088064929,0.111783288
"211.0572_2.3035",0.078179387,0.109854164,0.109043216,0.067367343,0.006365945,0.06266746,0.050731016,0.053116892,0.047172065,0.09663157,0.12790817
"275.0931_4.3221",0.010288527,0.045849802,0.043652693,0.172537133,0.371495748,0.083399641,0.301547814,0.014061887,0.020594643,0.013388604,0.004213561
"281.1022_2.6004",0,0.024514107,0.190461586,0,0.077631998,0.074241107,0.084572206,0.097999383,0.082023282,0.097276161,0.094272304
"109.1021_3.7202",0.120807961,0.210718277,0.07279854,0.130951096,0.090741291,0.152519704,0.136938684,0.100898526,0.086821756,0.129697986,0.059638698
"137.0971_3.397",0.058024544,0.080365272,0.013080598,0.046956635,0,0.042423911,0.073815829,0,0.024919396,0.083041754,0.035809741
